HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	Enzyme IDs	NCBI Gene ID	Ensembl gene ID	Mouse genome database ID	Locus type
HGNC:42503	LINC00345	Approved			13q14.3					ENSG00000235660		RNA, long non-coding
HGNC:27890	LINC00347	Approved			13q22.1				338864	ENSG00000236678		RNA, long non-coding
HGNC:42658	LINC00348	Approved			13q21.33					ENSG00000226846		RNA, long non-coding
HGNC:42667	LINC00349	Approved			13q11					ENSG00000231238		RNA, long non-coding
HGNC:42669	LINC00351	Approved			13q31.1					ENSG00000226317		RNA, long non-coding
HGNC:42670	LINC00352	Approved			13q12.12					ENSG00000227893		RNA, long non-coding
HGNC:42671	LINC00353	Approved			13q31.3				100874139	ENSG00000236176		RNA, long non-coding
HGNC:42672	LINC00354	Approved			13q34				101928616	ENSG00000226903		RNA, long non-coding
HGNC:27061	LINC00355	Approved			13q21.31		NR_145420		144766	ENSG00000227674		RNA, long non-coding
HGNC:42675	LINC00356	Entry Withdrawn			13q14.11							RNA, long non-coding
HGNC:42677	LINC00357	Entry Withdrawn			13q12.13							RNA, long non-coding
HGNC:42678	LINC00358	Approved			13q21.31					ENSG00000229578		RNA, long non-coding
HGNC:42679	LINC00359	Approved			13q32.1		NR_051966		100887754			RNA, long non-coding
HGNC:42681	LINC00361	Entry Withdrawn			13q32.1							RNA, long non-coding
HGNC:42682	LINC00362	Approved			13q12.12					ENSG00000229483		RNA, long non-coding
HGNC:42684	LINC00363	Approved		TCONS_00021586	13q31.3	AA885151				ENSG00000232849		RNA, long non-coding
HGNC:42686	LINC00364	Approved		LncRNA00364	13q21.32		NR_130792		100874145	ENSG00000230040		RNA, long non-coding
HGNC:42687	LINC00365	Approved			13q12.3		NR_046998		100874146	ENSG00000224511		RNA, long non-coding
HGNC:42688	LINC00366	Approved			13q13.3					ENSG00000229437		RNA, long non-coding
HGNC:42689	LINC00367	Approved		TCONS_l2_00007488	13q12.11	BG723634	NR_104058		101930748			RNA, long non-coding
HGNC:42690	LINC00368	Approved			13q34	BG720241			101927802	ENSG00000225870		RNA, long non-coding
HGNC:42692	LINC00370	Approved			13q33.3	BF695150				ENSG00000223617		RNA, long non-coding
HGNC:42694	LINC00372	Entry Withdrawn			13q14.3							RNA, long non-coding
HGNC:42695	LINC00373	Approved			13q31.2				105370306	ENSG00000231019		RNA, long non-coding
HGNC:42698	LINC00374	Approved			13q21.1	BG190276				ENSG00000232954		RNA, long non-coding
HGNC:42699	LINC00375	Approved			13q31.1	AW510855				ENSG00000226370		RNA, long non-coding
HGNC:42701	LINC00376	Approved		RP11-527N12.1	13q21.31	AA759092				ENSG00000227564		RNA, long non-coding
HGNC:42703	LINC00377	Approved		TCONS_00021861	13q31.1	BG185523				ENSG00000229246		RNA, long non-coding
HGNC:42704	LINC00378	Approved			13q21.2					ENSG00000225249		RNA, long non-coding
HGNC:42705	LINC00379	Approved			13q31.3					ENSG00000229557		RNA, long non-coding
HGNC:42706	LINC00380	Approved		TCONS_00021685	13q31.3	AA609658				ENSG00000234625		RNA, long non-coding
HGNC:42708	LINC00381	Approved			13q22.1				100874151	ENSG00000226240		RNA, long non-coding
HGNC:42709	LINC00382	Approved		TCONS_00021500	13q31.1	BG717866			101927195	ENSG00000229175		RNA, long non-coding
HGNC:42710	LINC00383	Approved	LINC00401		13q21.33	BG527271, BM557184	NR_125752		103689913	ENSG00000235221		RNA, long non-coding
HGNC:42711	LINC00384	Approved			13q12.3	BX648491				ENSG00000232117		RNA, long non-coding
HGNC:42713	LINC00385	Approved			13q12.3	AI203837				ENSG00000232643		RNA, long non-coding
HGNC:42715	LINC00387	Approved			13q11					ENSG00000231914		RNA, long non-coding
HGNC:42716	LINC00388	Approved			13q11					ENSG00000229788		RNA, long non-coding
HGNC:42718	LINC00390	Approved		TCONS_00021641	13q14.11	AW779259				ENSG00000226519		RNA, long non-coding
HGNC:42719	LINC00391	Approved			13q32.1					ENSG00000238230		RNA, long non-coding
HGNC:42720	LINC00392	Approved			13q22.1					ENSG00000228295		RNA, long non-coding
HGNC:42721	LINC00393	Approved			13q22.1					ENSG00000224853		RNA, long non-coding
HGNC:42723	LINC00395	Approved			13q21.31					ENSG00000231061		RNA, long non-coding
HGNC:42724	LINC00396	Approved			13q34	AA927226			104355146	ENSG00000231428		RNA, long non-coding
HGNC:42725	LINC00397	Approved		TCONS_00021582	13q31.2	AI286230				ENSG00000223404		RNA, long non-coding
HGNC:42727	LINC00398	Approved			13q12.3					ENSG00000237879		RNA, long non-coding
HGNC:42728	LINC00399	Approved		TCONS_00021596	13q33.3	BX111569, AI023810				ENSG00000229792		RNA, long non-coding
HGNC:42729	LINC00400	Approved			13q14.11					ENSG00000229928		RNA, long non-coding
HGNC:42731	LINC00401	Symbol Withdrawn		TCONS_00021564	13q21.33							RNA, long non-coding
HGNC:42732	LINC00402	Approved			13q22.1				100507612	ENSG00000235532		RNA, long non-coding
HGNC:42734	LINC00404	Approved			13q34					ENSG00000229520		RNA, long non-coding
HGNC:42739	LINC00407	Approved			13q14.12	BG959100				ENSG00000237585		RNA, long non-coding
HGNC:42740	LINC00408	Approved			13q12.11	BG722014			100652856	ENSG00000226250		RNA, long non-coding
HGNC:42742	LINC00410	Approved			13q31.3				144776	ENSG00000231674		RNA, long non-coding
HGNC:42744	LINC00411	Approved			13q32.3					ENSG00000229599		RNA, long non-coding
HGNC:42745	LINC00412	Approved			13q12.2	AI051530			102723332	ENSG00000234772		RNA, long non-coding
HGNC:42746	LINC00413	Entry Withdrawn			13q22.3							RNA, long non-coding
HGNC:42747	LINC00414	Symbol Withdrawn			13q12.11							RNA, long non-coding
HGNC:42748	LINC00415	Approved			13q12.13					ENSG00000231983		RNA, long non-coding
HGNC:42751	LINC00417	Entry Withdrawn			13q11							RNA, long non-coding
HGNC:42752	LINC00418	Entry Withdrawn			13q11							RNA, long non-coding
HGNC:42753	LINC00419	Entry Withdrawn			13q11							RNA, long non-coding
HGNC:42754	LINC00420	Entry Withdrawn			13q12.11							RNA, long non-coding
HGNC:42755	LINC00421	Approved			13q12.11				100287114	ENSG00000236834		RNA, long non-coding
HGNC:42757	LINC00422	Symbol Withdrawn			13q12.11							RNA, long non-coding
HGNC:42758	LINC00423	Approved			13q13.1		NR_047020		100874167	ENSG00000226968		RNA, long non-coding
HGNC:42815	LINC00424	Approved			13q12.11					ENSG00000226722		RNA, long non-coding
HGNC:42761	LINC00426	Approved			13q12.3				100188949	ENSG00000238121		RNA, long non-coding
HGNC:42762	LINC00427	Approved			13q12.3				100507040	ENSG00000236463		RNA, long non-coding
HGNC:42763	LINC00428	Approved			13q14.11	AA206719	NR_126389		104355147	ENSG00000229546		RNA, long non-coding
HGNC:42765	LINC00430	Approved		TCONS_00021581	13q31.1	AW661815				ENSG00000233528		RNA, long non-coding
HGNC:42766	LINC00431	Approved			13q34	BG181389				ENSG00000225760		RNA, long non-coding
HGNC:42768	LINC00433	Approved			13q31.2					ENSG00000229443		RNA, long non-coding
HGNC:42769	LINC00434	Approved			13q21.2					ENSG00000227336		RNA, long non-coding
HGNC:42772	LINC00437	Approved		TCONS_00021639	13q13.3	BM927018				ENSG00000236354		RNA, long non-coding
HGNC:42775	LINC00438	Entry Withdrawn			13q31.2							RNA, long non-coding
HGNC:42776	LINC00439	Entry Withdrawn			13q22.3							RNA, long non-coding
HGNC:42777	LINC00440	Approved			13q31.2					ENSG00000234660		RNA, long non-coding
HGNC:42779	LINC00442	Approved			13q12.11				348021	ENSG00000232685		RNA, long non-coding
HGNC:42780	LINC00443	Approved			13q33.3					ENSG00000230156		RNA, long non-coding
HGNC:42781	LINC00444	Symbol Withdrawn			13q14.2							RNA, long non-coding
HGNC:42782	LINC00445	Approved			13q13.3				100507114	ENSG00000236036		RNA, long non-coding
HGNC:42783	LINC00446	Approved			13q22.3				100874175	ENSG00000229249		RNA, long non-coding
HGNC:42785	LINC00448	Approved			13q21.31					ENSG00000228669		RNA, long non-coding
HGNC:42786	LINC00449	Approved			13q32.3				106478991	ENSG00000203441		RNA, long non-coding
HGNC:42800	LINC00452	Approved	LINC00453		13q34		NR_164112		643365	ENSG00000229373		RNA, long non-coding
HGNC:42801	LINC00453	Symbol Withdrawn			13q34							RNA, long non-coding
HGNC:42802	LINC00454	Approved			13q34				100874178	ENSG00000226921		RNA, long non-coding
HGNC:42804	LINC00456	Approved			13q32.1	BG623605			103625683	ENSG00000233124		RNA, long non-coding
HGNC:42805	LINC00457	Approved			13q13.2				100874179	ENSG00000225179		RNA, long non-coding
HGNC:42807	LINC00458	Approved		LncRNA-ES3, ES3	13q14.3	BC026300			100507428	ENSG00000234787		RNA, long non-coding
HGNC:42808	LINC00459	Approved			13q21.31					ENSG00000229307		RNA, long non-coding
HGNC:42809	LINC00460	Approved			13q33.2		NR_034119		728192	ENSG00000233532		RNA, long non-coding
HGNC:42811	LINC00462	Approved			13q14.2					ENSG00000233610		RNA, long non-coding
HGNC:42813	LINC00463	Approved	AMER2-AS1	TCONS_l2_00007499	13q12.13	BM666193			101928922	ENSG00000234056		RNA, long non-coding
HGNC:42814	LINC00464	Symbol Withdrawn			13q13.2							RNA, long non-coding
HGNC:27294	LINC00466	Approved			1p31.3		NR_038252		199899	ENSG00000224209		RNA, long non-coding
HGNC:28227	LINC00467	Approved	C1orf97	MGC14801, ASAP	1q32.3		NR_026761		84791	ENSG00000153363		RNA, long non-coding
HGNC:26863	LINC00469	Approved	C17orf54	FLJ40319	17q25.1	AK097638	NR_027146		283982	ENSG00000177338		RNA, long non-coding
HGNC:1225	LINC00470	Approved	C18orf2		18p11.32	AF295730	NR_023925		56651	ENSG00000132204		RNA, long non-coding
HGNC:28668	LINC00471	Approved	C2orf52	MGC43122	2q37.1	BC033054	NR_024079		151477	ENSG00000181798		RNA, long non-coding
HGNC:21380	LINC00472	Approved	C6orf155	dJ288M22.3, FLJ13189, P53RRA	6q13		NR_121612		79940	ENSG00000233237		RNA, long non-coding
HGNC:21160	LINC00473	Approved	C6orf176	bA142J11.1, LNC473	6q27	BC008632	NR_026860		90632			RNA, long non-coding
HGNC:23367	LINC00474	Approved	C9orf27	EST-YD1	9q33.1	AB021923	NR_024032		58483	ENSG00000204148		RNA, long non-coding
HGNC:23569	LINC00475	Approved	C9orf44		9q22.31	AK023662			158314	ENSG00000225511		RNA, long non-coding
HGNC:26557	LINC00477	Approved	C12orf67	FLJ32894, FAM191B	12p12.1	AK057456	NR_029451		144360	ENSG00000197503		RNA, long non-coding
HGNC:19727	LINC00479	Approved	C21orf129	PRED76, FLJ32835	21q22.3	AK057397			150135	ENSG00000236384		RNA, long non-coding
HGNC:39817	LINC00481	Entry Withdrawn	HCG27-IT1		6p21.33							RNA, long non-coding
HGNC:26816	LINC00482	Approved	C17orf55	FLJ39421	17q25.3	AK096740	NR_038080		284185	ENSG00000185168		RNA, long non-coding
HGNC:27862	LINC00484	Approved	C9orf73		9q22.2	AK095132			100129347	ENSG00000235641		RNA, long non-coding
HGNC:27476	LINC00485	Approved			12q23.2	BC037211	NR_033855		283432	ENSG00000258169		RNA, long non-coding
HGNC:42946	LINC00486	Approved			2p22.3		NR_027099		285045	ENSG00000230876		RNA, long non-coding
HGNC:42947	LINC00487	Approved		FLJ42418	2p25.2		NR_038369		400941	ENSG00000205837		RNA, long non-coding
HGNC:32675	LINC00488	Approved	C3orf66	FLJ41232	3q13.13	AK123226	NR_026767		677779	ENSG00000214381		RNA, long non-coding
HGNC:43426	LINC00489	Approved			20q11.23	DB341379	NR_047461		100861522	ENSG00000225759		RNA, long non-coding
HGNC:43428	LINC00491	Approved		BC008363	5q21.1	CN270888			285708	ENSG00000250682		RNA, long non-coding
HGNC:43429	LINC00492	Approved			5q21.1	CA314239				ENSG00000250958		RNA, long non-coding
HGNC:27657	LINC00494	Approved			20q13.13				284749	ENSG00000235621		RNA, long non-coding
HGNC:43435	LINC00498	Approved			4q28.3					ENSG00000248397		RNA, long non-coding
HGNC:43436	LINC00499	Approved	LINC00500		4q28.3					ENSG00000251372		RNA, long non-coding
HGNC:43437	LINC00500	Symbol Withdrawn			4q28.3							RNA, long non-coding
HGNC:43439	LINC00501	Approved			3q26.32	AK055528				ENSG00000203645		RNA, long non-coding
HGNC:43442	LINC00502	Approved			10q23.31					ENSG00000224851		RNA, long non-coding
HGNC:43555	LINC00504	Approved			4p15.33					ENSG00000248360		RNA, long non-coding
HGNC:43556	LINC00505	Symbol Withdrawn			1p33							RNA, long non-coding
HGNC:43557	LINC00506	Approved			3p12.1	BC030609			100846978	ENSG00000281392		RNA, long non-coding
HGNC:43558	LINC00507	Approved			12q24.32					ENSG00000256193		RNA, long non-coding
HGNC:43559	LINC00508	Approved			12q24.32					ENSG00000256971		RNA, long non-coding
HGNC:43564	LINC00511	Approved		onco-lncRNA-12	17q24.3	AK129994	NR_033876		400619	ENSG00000227036		RNA, long non-coding
HGNC:43566	LINC00513	Approved		AC016831.7	7q32.3		NR_109780		100506860	ENSG00000233559		RNA, long non-coding
HGNC:16019	LINC00515	Approved	C21orf71	PRED21	21q21.3	AF086441			282566			RNA, long non-coding
HGNC:19831	LINC00517	Approved	C14orf26		14q21.1	AA029430			400208	ENSG00000259091		RNA, long non-coding
HGNC:28626	LINC00518	Approved	C6orf218	MGC40222, LENOX	6p24.3	BC028118	NR_027793		221718	ENSG00000183674		RNA, long non-coding
HGNC:19838	LINC00519	Approved	C14orf30		14q22.1	BG121773			161342	ENSG00000258955		RNA, long non-coding
HGNC:19843	LINC00520	Approved	C14orf34	LASSIE, LEENE, LncRNA00520	14q22.3	BF572611	NR_026796		645687	ENSG00000258791		RNA, long non-coding
HGNC:20117	LINC00523	Approved	C14orf70		14q32.2		NR_024096		283601	ENSG00000196273		RNA, long non-coding
HGNC:20118	LINC00524	Approved	C14orf71		14q32.31	AA843471			338002	ENSG00000259023		RNA, long non-coding
HGNC:40290	LINC00525	Approved			7p12.3	BC007354			84847	ENSG00000146666		RNA, long non-coding
HGNC:28278	LINC00526	Approved	C18orf18	MGC17515, HsT959, TP53LC13	18p11.31	BC010538	NR_026849		147525	ENSG00000264575		RNA, long non-coding
HGNC:17215	LINC00527	Entry Withdrawn	C21orf104		21q22.2							RNA, long non-coding
HGNC:26875	LINC00528	Approved	C22orf37	FLJ40542	22q11.21	AK097861			200298	ENSG00000269220		RNA, long non-coding
HGNC:15544	LINC00529	Approved	C8orf8		8p23-p22	AJ301561			83647	ENSG00000236827		RNA, long non-coding
HGNC:18690	LINC00533	Approved	C6orf38	bA373N24.1, C6orf39	6p22.1	AA913908, AI688709			387055	ENSG00000235570		RNA, long non-coding
HGNC:43643	LINC00534	Approved			8q21.3					ENSG00000253394		RNA, long non-coding
HGNC:43645	LINC00536	Approved			8q23.3	BC040336				ENSG00000249917		RNA, long non-coding
HGNC:43654	LINC00537	Approved			9q13	BC110369			203274			RNA, long non-coding
HGNC:43655	LINC00538	Approved		Yiya, PROX1UT	1q32.3	JF495099	NR_046189		100861504	ENSG00000281664		RNA, long non-coding
HGNC:43672	LINC00539	Approved	LINC00422		13q12.11	BG940872			100652865	ENSG00000224429		RNA, long non-coding
HGNC:43673	LINC00540	Approved			13q12.11	AK054845, BC035104			100506622	ENSG00000276476		RNA, long non-coding
HGNC:43678	LINC00543	Approved			13q12.2	CB142335, AI262987	NR_135254		100132234	ENSG00000260704		RNA, long non-coding
HGNC:43679	LINC00544	Approved			13q12.3		NR_033889		440131	ENSG00000122043		RNA, long non-coding
HGNC:43680	LINC00545	Approved			13q12.3	AW971998, AA514237			440132	ENSG00000236094		RNA, long non-coding
HGNC:43682	LINC00547	Approved		FLJ34747	13q13.3	AK092066	NR_040244		400121			RNA, long non-coding
HGNC:43683	LINC00548	Approved		FLJ42392	13q14.11	AK124383	NR_033877		400123			RNA, long non-coding
HGNC:43688	LINC00550	Approved			13q21.33	BC042673	NR_038878		338862	ENSG00000281778		RNA, long non-coding
HGNC:43692	LINC00552	Approved			13q34	AK057435	NR_028064		100130386	ENSG00000279770		RNA, long non-coding
HGNC:43697	LINC00554	Approved		lncZic2	13q32.3	BC068276	NR_047483		100861542	ENSG00000260738		RNA, long non-coding
HGNC:43699	LINC00555	Approved			13q33.1	AF339825				ENSG00000261057		RNA, long non-coding
HGNC:43700	LINC00556	Approved			13q12.11	AF086361			100861551	ENSG00000260131		RNA, long non-coding
HGNC:43701	LINC00557	Approved			13q32.1	AF339811	NR_047487		100861544	ENSG00000260962		RNA, long non-coding
HGNC:43702	LINC00558	Approved			13q14.3	BC041877			100861552	ENSG00000261517		RNA, long non-coding
HGNC:43703	LINC00559	Approved			13q31.3	BC043442			100874187	ENSG00000261446		RNA, long non-coding
HGNC:43704	LINC00560	Approved			13q31.2	BC043278	NR_047490		100861553	ENSG00000261666		RNA, long non-coding
HGNC:43705	LINC00561	Approved			13q22.2	BC034981				ENSG00000261206		RNA, long non-coding
HGNC:43706	LINC00562	Approved			13q14.2	AK123146	NR_047492		100861549	ENSG00000260388		RNA, long non-coding
HGNC:43707	LINC00563	Approved			13q14.13	U79295			100861554	ENSG00000261097		RNA, long non-coding
HGNC:43708	LINC00564	Approved			13q31.1	BC039360	NR_047494		100861546	ENSG00000260094		RNA, long non-coding
HGNC:43710	LINC00566	Approved			13q12.12	BC038727	NR_131903		100861547	ENSG00000261498		RNA, long non-coding
HGNC:43711	LINC00567	Approved			13q34	BC035264	NR_135280		283486	ENSG00000259831		RNA, long non-coding
HGNC:43717	LINC00570	Approved		ncRNA-a5	2p25.1	BX102688, AI493106				ENSG00000224177		RNA, long non-coding
HGNC:43721	LINC00571	Approved			13q13.3	BM023585, BF887755				ENSG00000223685		RNA, long non-coding
HGNC:43722	LINC00572	Approved			13q12.3	BC039674				ENSG00000224405		RNA, long non-coding
HGNC:21598	LINC00574	Approved	C6orf208	FLJ13162, dJ182D15.1, CRALA	6q27	AK023224	NR_026780		80069	ENSG00000231690		RNA, long non-coding
HGNC:21342	LINC00575	Approved	C4orf11		4q21.22	AY316301	NR_024087		439934	ENSG00000231782		RNA, long non-coding
HGNC:43807	LINC00578	Approved			3q26.32	BX101293	NR_047568		100505566	ENSG00000228221		RNA, long non-coding
HGNC:43840	LINC00581	Approved			6p22.3	BX118339	NR_103790		100874531			RNA, long non-coding
HGNC:43842	LINC00582	Approved		SMILO	1q42.2		NR_034037		100287814	ENSG00000229228		RNA, long non-coding
HGNC:31437	LINC00583	Approved	C9orf146		9p23		NR_038194		100113404	ENSG00000205636		RNA, long non-coding
HGNC:31372	LINC00587	Approved	C9orf107	bA785H23.1	9q31.1	BC038565			414319	ENSG00000204250		RNA, long non-coding
HGNC:24494	LINC00588	Approved	C8orf71	DKFZP434F122	8q12.1		NR_026772		26138	ENSG00000215117		RNA, long non-coding
HGNC:32299	LINC00589	Approved	C8orf75	TSLNC8	8p12	BC003524, BC014230	NR_026765		619351	ENSG00000251191		RNA, long non-coding
HGNC:27474	LINC00592	Approved			12q13.13	BC039104	NR_027358		283404	ENSG00000258279		RNA, long non-coding
HGNC:32382	LINC00593	Approved	C15orf50	MGC42951	15q23	BC031958	NR_026764		414926			RNA, long non-coding
HGNC:32358	LINC00594	Symbol Withdrawn	C15orf36		15q15.1							RNA, long non-coding
HGNC:31430	LINC00595	Approved	C10orf101		10q22.3	AA256890, BQ082446, BQ070817	NR_073447		414243			RNA, long non-coding
HGNC:23167	LINC00596	Approved	C14orf165	CNSLT1I7G	14q11.2	BX161431, CR615368			102724845	ENSG00000259334		RNA, long non-coding
HGNC:1193	LINC00597	Approved	C15orf5		15q23-q24	AL109679			81698			RNA, long non-coding
HGNC:42770	LINC00598	Approved		TTL, lncFOXO1	13q14.11		NR_024505		646982	ENSG00000215483		RNA, long non-coding
HGNC:43916	LINC00601	Approved			10q26.2	BF215388	NR_073453		101101772	ENSG00000235180		RNA, long non-coding
HGNC:43917	LINC00602	Approved			6q27	BC110806	NR_027284		441177			RNA, long non-coding
HGNC:43918	LINC00603	Approved			5p13.1	BG181872, BX100325				ENSG00000250048		RNA, long non-coding
HGNC:43924	LINC00604	Approved			5p13.1	AI539454, BX115904				ENSG00000250585		RNA, long non-coding
HGNC:43928	LINC00605	Approved			14q32.32	BC035396	NR_033938		100131366	ENSG00000251533		RNA, long non-coding
HGNC:43931	LINC00606	Approved			3p25.3	AK093398	NR_027102		285370	ENSG00000226567		RNA, long non-coding
HGNC:43944	LINC00607	Approved			2q35	AK091865	NR_037195		646324	ENSG00000235770		RNA, long non-coding
HGNC:27179	LINC00608	Approved			2q35	BC033552			151300	ENSG00000236445		RNA, long non-coding
HGNC:43960	LINC00609	Approved			14q13.2-q13.3	DN993271				ENSG00000257585		RNA, long non-coding
HGNC:23262	LINC00610	Entry Withdrawn	C11orf55	FLJ45212	11p13							RNA, long non-coding
HGNC:28621	LINC00612	Approved	C12orf33	MGC40170, FLJ41814	12p13.31	BC028195	NR_034140		253128	ENSG00000214851		RNA, long non-coding
HGNC:44060	LINC00613	Approved			4q28.3	AW237894			100507528	ENSG00000248330		RNA, long non-coding
HGNC:30165	LINC00614	Entry Withdrawn	C10orf52	FLJ35853	10p12.1							RNA, long non-coding
HGNC:26343	LINC00615	Approved	C12orf37	FLJ25378	12q21.33	AK058107	NR_038868		439916	ENSG00000196243		RNA, long non-coding
HGNC:44065	LINC00616	Approved			4q28.3		NR_037866		641365	ENSG00000248307		RNA, long non-coding
HGNC:20110	LINC00618	Approved	C14orf63		14q32.2	AA055628			145249			RNA, long non-coding
HGNC:31657	LINC00619	Approved	C10orf136	bA168P8.1	10q11.21	BC017939	NR_033923		414260			RNA, long non-coding
HGNC:44223	LINC00620	Approved			3p25.1	BC039529	NR_027103		285375	ENSG00000224514		RNA, long non-coding
HGNC:44227	LINC00621	Approved			13q12.12	AK091626			100996930	ENSG00000262619		RNA, long non-coding
HGNC:44251	LINC00622	Approved			1p12	AK123168, BC015390	NR_036540		644242	ENSG00000260941		RNA, long non-coding
HGNC:44252	LINC00623	Approved			1p11.2		NR_024510		728855	ENSG00000226067		RNA, long non-coding
HGNC:44254	LINC00624	Approved			1q21.1-q21.2				100289211	ENSG00000278811		RNA, long non-coding
HGNC:44257	LINC00626	Approved		MGC4473	1q24.2	BC001841	NR_024160		79100	ENSG00000225826		RNA, long non-coding
HGNC:27008	LINC00628	Approved			1q32.1	BC015457	NR_027022		127841	ENSG00000280924		RNA, long non-coding
HGNC:44262	LINC00629	Approved			Xq26.3	BQ374946	NR_038998		100506757	ENSG00000227060		RNA, long non-coding
HGNC:44263	LINC00630	Approved			Xq22.1	BC032741, BC040959, DA332880	NR_038988		100287765	ENSG00000223546		RNA, long non-coding
HGNC:27865	LINC00632	Approved	CDR1-AS	ASINC, ARST, CDR1NAT, ciRS-7, CDR1as, MDHDH	Xq27.1	AK054978			286411	ENSG00000203930		RNA, long non-coding
HGNC:27184	LINC00635	Approved			3q13.12	BC045586	NR_015414		151658	ENSG00000241469		RNA, long non-coding
